ndb_no,nrfi,long_name,manufacturer,serving_size,serving_size_uom,household_serving_size,household_serving_size_uom,energy_per_serving,energy_per_serving_uom
45027843,0.0111141065136,"GREAT VALUE, BBQ PORK RIB SANDWICHES","Wal-Mart Stores, Inc.",160.0,g,1.0,SANDWICH,529.599975586,kcal
45027844,0.0299547258765,"GREAT VALUE, BISCUIT SANDWICHES, BACON, EGG & CHEESE","Wal-Mart Stores, Inc.",114.0,g,1.0,SANDWICH,339.720001221,kcal
45028219,0.40498816967,"GREAT VALUE, INSTANT OATMEAL, MAPLE & BROWN SUGAR","Wal-Mart Stores, Inc.",43.0,g,1.0,PACKET,159.960006714,kcal
45028653,-inf,"GREAT VALUE, CREAM OF CELERY CONDENSED SOUP","Wal-Mart Stores, Inc.",123.0,g,0.5,cup,70.1100006104,kcal
45028872,0.669224262238,"MARKETSIDE, FRESH GARDEN SALSA, MILD","Wal-Mart Stores, Inc.",28.0,g,2.0,Tbsp,10.0799999237,kcal
45028996,0.323999106884,TOASTED WHOLE GRAIN OAT WITH MARSHMALLOWS CEREAL,"Wal-Mart Stores, Inc.",27.0,g,0.75,cup,109.890007019,kcal
45030767,-0.0458959005773,"GREAT VALUE, RICE PASTA & SAUCE MIX","Wal-Mart Stores, Inc.",33.0,g,0.330000013113,cup,109.88999939,kcal
45030860,0.730250239372,WHEAT CORN & BLACK BEAN SALSA,"Wal-Mart Stores, Inc.",31.0,g,2.0,Tbsp,14.8800001144,kcal
45030861,-inf,"GREAT VALUE, CANTINA STYLE SALSA","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,5.09999990463,kcal
45030862,-inf,GREEN OLIVES STUFFED WITH MINCED PIMENTO,"Wal-Mart Stores, Inc.",15.0,g,5.0,OLIVES,19.9500007629,kcal
45030863,,BREAD &BUTTER CHIPS PICKLES,"Wal-Mart Stores, Inc.",28.0,g,5.0,SLICES | ABOUT,24.9200000763,kcal
45030864,-2.5003054142,SALSA,"Wal-Mart Stores, Inc.",31.0,g,2.0,Tbsp,14.8800001144,kcal
45031246,-inf,PEACH SLICES IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45031248,0.120211526752,MINI BEEF RAVIOLI,"Wal-Mart Stores, Inc.",240.0,g,1.0,cup,230.399993896,kcal
45031250,0.0806878730655,LITE SLICED PEACHES IN EXTRA LIGHT SYRUP,"Wal-Mart Stores, Inc.",124.0,g,0.5,cup,59.5200004578,kcal
45031251,0.200156658888,"GREAT VALUE, MACARONI & CHEESE, ORIGINAL","Wal-Mart Stores, Inc.",70.0,g,0.333000004292,BOX | ABOUT,249.899993896,kcal
45031252,0.0981756970286,DICED NEW POTATOES,"Wal-Mart Stores, Inc.",122.0,g,0.5,cup,59.780002594,kcal
45031253,0.482302099466,SLICED PEACHES,"Wal-Mart Stores, Inc.",122.0,g,0.5,cup,35.3799972534,kcal
45031255,0.000909668684471,THICK & CREAMY MACARONI & CHEESE,"Wal-Mart Stores, Inc.",70.0,g,0.333000004292,"BOX, MAKES ABOUT 1 CUP PREPARED | ABOUT",259.700012207,kcal
45031256,1.48609387875,FRENCH STYLE GREEN BEANS,"Wal-Mart Stores, Inc.",121.0,g,0.5,cup,20.5699996948,kcal
45031902,0.952680051327,PETITE DICED TOMATOES WITH GARLIC & OLIVE OIL,"Wal-Mart Stores, Inc.",116.0,g,0.5,cup,34.8000030518,kcal
45031904,2.35712409019,DICED TOMATOES WITH GREEN CHILIES,"Wal-Mart Stores, Inc.",117.0,g,0.5,cup,19.8899993896,kcal
45031906,0.736961662769,DICED TOMATOES,"Wal-Mart Stores, Inc.",126.0,g,0.5,cup,40.3199996948,kcal
45031908,-0.797617018223,INSTANT PUDDING & PIE FILLING,"Wal-Mart Stores, Inc.",24.0,g,0.25,PACKAGE MAKES 1/2 CUP,90.0,kcal
45031909,-0.299083948135,SOUR CREAM & CHIVE POTATOES,"Wal-Mart Stores, Inc.",27.0,g,0.666999995708,cup,89.9099960327,kcal
45031910,-0.403113871813,GELATIN DESSERT,"Wal-Mart Stores, Inc.",21.0,g,0.25,PACKAGE,80.0100021362,kcal
45031911,-0.401143699884,"GREAT VALUE, CHICKEN GRAVY MIX","Wal-Mart Stores, Inc.",6.0,g,0.25,"CUP, DRY MIX",19.9799995422,kcal
45031913,0.0921360626817,"GREAT VALUE, PREMIUM MACARONI & CHEESE","Wal-Mart Stores, Inc.",99.0,g,0.25,BOX) (MAKES ABOUT 1 CUP) | (ABOUT,329.66998291,kcal
45031914,-0.607223570347,STUFFING MIX,"Wal-Mart Stores, Inc.",28.0,g,0.166999995708,BOX,110.040000916,kcal
45031915,-inf,THREE CHEESE POTATOES,"Wal-Mart Stores, Inc.",28.0,g,0.666999995708,cup,99.9599990845,kcal
45031916,0.0734017938375,SEEDLESS CALIFORNIA RAISINS,"Wal-Mart Stores, Inc.",40.0,g,0.25,cup,120.0,kcal
45031917,-0.685581028461,PITTED PRUNES,"Wal-Mart Stores, Inc.",40.0,g,0.25,cup,100.0,kcal
45031919,0.435365855694,"GREAT VALUE, DICED SKIN-ON YELLOW POTATOES","Wal-Mart Stores, Inc.",113.0,g,0.5,cup,59.889995575,kcal
45031920,-0.360727995634,STUFFING MIX,"Wal-Mart Stores, Inc.",28.0,g,0.166999995708,BOX,110.040000916,kcal
45031921,-0.124509803951,SUGAR FREE GELATIN DESSERT,"Wal-Mart Stores, Inc.",2.5,g,0.25,PACKAGE,5.0,kcal
45031923,0.146990552545,SENSATIONS CHEESE DIP,"Wal-Mart Stores, Inc.",33.0,g,2.0,Tbsp,79.8600006104,kcal
45031925,0.529364645481,CHICK PEAS,"Wal-Mart Stores, Inc.",35.0,g,0.25,cup,109.900001526,kcal
45031928,0.876534819603,WHITE CRAB MEAT,"Wal-Mart Stores, Inc.",56.0,g,0.25,cup,30.2400016785,kcal
45031930,0.558084785938,BACON FLAVORED BITS,"Wal-Mart Stores, Inc.",7.0,g,1.0,Tbsp,30.0299987793,kcal
45031931,0.10974829644,PIZZA SAUCE,"Wal-Mart Stores, Inc.",62.0,g,0.25,cup,19.8400001526,kcal
45031933,0.0244969390333,GELATIN DESSERT,"Wal-Mart Stores, Inc.",21.0,g,0.25,"PACKAGE, MAKES, PREPARED",80.0100021362,kcal
45031934,4.04611158371,MIXED VEGETABLE MEDLEY,"Wal-Mart Stores, Inc.",125.0,g,0.5,cup,40.0,kcal
45032672,-0.0537586659193,PEAR HALVES IN 100% JUICE,"Wal-Mart Stores, Inc.",124.0,g,1.0,cup,59.5200004578,kcal
45032678,0.134997278452,FRUIT COCKTAIL IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45032680,,SWEETENED MADE WITH SUCRALOSE,"Wal-Mart Stores, Inc.",1.0,g,1.0,PACK,0.0,kcal
45032681,0.0571393705904,MANDARIN ORANGES,"Wal-Mart Stores, Inc.",113.0,g,1.0,CUP,30.5100021362,kcal
45032688,,STEVIA EXTRACT,"Wal-Mart Stores, Inc.",3.5,g,0.75,tsp,0.0,kcal
45032689,-0.663551092148,"GREAT VALUE, INSTANT PUDDING & PIE FILLING, VANILLA","Wal-Mart Stores, Inc.",24.0,g,0.165999993682,"PACKAGE, MAKES 0.5 CUP",90.0,kcal
45032692,,SLICED PEACHES,"Wal-Mart Stores, Inc.",128.0,g,2.0,| ABOUT,99.8399963379,kcal
45032694,,STEVIA,"Wal-Mart Stores, Inc.",2.0,g,1.0,PACK,0.0,kcal
45032698,0.961788237095,DICED PEACHES,"Wal-Mart Stores, Inc.",113.0,g,1.0,BOWL,80.2299957275,kcal
45032699,0.336034864187,"GREAT VALUE, PULLED PORK & BARBECUE SAUCE, SMOKE FLAVOR","Wal-Mart Stores, Inc.",56.0,g,2.0,ONZ,80.0799942017,kcal
45032700,-0.35550442338,"GREAT VALUE, DRINK MIX, STRAWBERRY","Wal-Mart Stores, Inc.",1.10000002384,g,0.125,PACKET,5.00500011444,kcal
45032701,0.248310893774,INSTANT PUDDING & PIE FILLING,"Wal-Mart Stores, Inc.",11.0,g,0.25,"PACKAGE, MAKES 0.5 CUP",30.0300006866,kcal
45032703,,"GREAT VALUE, INSTANT PUDDING & PIE FILLING, VANILLA","Wal-Mart Stores, Inc.",24.0,g,0.25,"PACKAGE, MAKES 0.5 CUP",90.0,kcal
45032708,,"GREAT VALUE, NO CALORIE SWEETENER","Wal-Mart Stores, Inc.",1.0,g,1.0,PACK,0.0,kcal
45032714,-0.401538580656,"GREAT VALUE, INSTANT PUDDING & PIE FILLING, FRENCH VANILLA","Wal-Mart Stores, Inc.",24.0,g,0.25,PACKAGE,90.0,kcal
45032716,-0.368021428585,"GREAT VALUE, CREAM OF CHICKEN SOUP","Wal-Mart Stores, Inc.",123.0,g,0.5,cup,70.1100006104,kcal
45032719,-0.238800421357,JELLIED SAUCE,"Wal-Mart Stores, Inc.",70.0,g,0.25,cup,109.900001526,kcal
45032721,-0.949019610882,"GREAT VALUE, DRINK MIX, CHERRY","Wal-Mart Stores, Inc.",1.10000002384,g,0.125,PACKET,5.00500011444,kcal
45032723,0.078008428216,PEAR SLICES IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,100.099998474,kcal
45033008,-inf,GRAHAM CRACKERS,"Wal-Mart Stores, Inc.",31.0,g,2.0,WHOLE CRACKERS,129.88999939,kcal
45033009,0.0,"GREAT VALUE, DRINK MIX, RASPBERRY ICE","Wal-Mart Stores, Inc.",0.800000011921,g,0.125,PACKET,5.0,kcal
45033010,0.275905251503,HOT DOG CHILI SAUCE,"Wal-Mart Stores, Inc.",16.0,g,1.0,Tbsp,9.92000007629,kcal
45033015,0.0089542735368,"GREAT VALUE, THIN WHEAT BAKED SNACK CRACKERS","Wal-Mart Stores, Inc.",31.0,g,16.0,CRACKERS,140.119995117,kcal
45033016,0.173758462071,"ANGEL HAIR PASTA, ENRICHED MACARONI PRODUCT","Wal-Mart Stores, Inc.",56.0,g,0.125,OF PKG DRY,199.919998169,kcal
45033022,,BAKING SODA,"Wal-Mart Stores, Inc.",0.600000023842,g,0.125,tsp,0.0,kcal
45033026,-0.271988421679,"GREAT VALUE, WAFERS, VANILLA","Wal-Mart Stores, Inc.",30.0,g,8.0,WAFERS,140.100006104,kcal
45033036,-0.606194794178,JUMBO DUTCH CARAMEL WAFFLE COOKIES,"Wal-Mart Stores, Inc.",39.0,g,1.0,WAFFLE COOKIE,180.179992676,kcal
45033038,,NO CALORIE SWEETENER,"Wal-Mart Stores, Inc.",1.0,g,1.0,PACKET,0.0,kcal
45033932,-0.129078015685,SEEDLESS BLACKBERRY JAM,"Wal-Mart Stores, Inc.",20.0,g,1.0,Tbsp,50.0,kcal
45033934,-0.061840288341,SEEDLESS BLACKBERRY JAM,"Wal-Mart Stores, Inc.",17.0,g,1.0,Tbsp,10.029999733,kcal
45033935,-0.0350868441164,"GREAT VALUE, MACARONI & CHEESE DINNER","Wal-Mart Stores, Inc.",70.0,g,0.5,BOX) MAKES ABOUT 1 CUP PREPARED | (ABOUT,259.700012207,kcal
45033936,-0.185965508223,PRESERVES,"Wal-Mart Stores, Inc.",20.0,g,1.0,Tbsp,50.0,kcal
45033937,-0.299804657698,PRESERVES,"Wal-Mart Stores, Inc.",20.0,g,1.0,Tbsp,50.0,kcal
45034205,-0.053040664643,"GREAT VALUE, FROSTED TOASTER PASTRIES, BLUEBERRY","Wal-Mart Stores, Inc.",52.0,g,1.0,PASTRY,200.199996948,kcal
45034207,1.63000357151,FIRE ROASTED & PEELED GREEN CHILES,"Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,5.09999990463,kcal
45034213,1.0014462471,"GREAT VALUE, CANTINA SALSA VERDE, MEDIUM","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,9.9000005722,kcal
45034226,-2.09307646751,CALIFORNIA RAISINS,"Wal-Mart Stores, Inc.",40.0,g,0.25,cup,120.0,kcal
45034228,0.095477566123,ALL - PURPOSE FLOUR,"Wal-Mart Stores, Inc.",30.0,g,1.0,cup,110.100006104,kcal
45034229,-0.466993302107,"GREAT VALUE, FROSTED BROWN SUGAR TOASTER PASTRIES, CINNAMON","Wal-Mart Stores, Inc.",52.0,g,1.0,PASTRY,200.199996948,kcal
45034234,-0.33783224225,"GREAT VALUE, TOASTER PASTRIES, FROSTED WILD BERRY","Wal-Mart Stores, Inc.",52.0,g,1.0,PASTRY,200.199996948,kcal
45034402,-0.246489584446,PIE FILLING OR TOPPING,"Wal-Mart Stores, Inc.",85.0,g,0.333000004292,cup,90.0999984741,kcal
45034403,0.855727910995,"GREAT VALUE, INSTANT OATMEAL, ORIGINAL","Wal-Mart Stores, Inc.",28.0,g,1.0,PACKET,99.9599990845,kcal
45034404,0.506249010563,"GREAT VALUE, INSTANT OATMEAL, APPLES & CINNAMON","Wal-Mart Stores, Inc.",35.0,g,1.0,PACKET,129.850006104,kcal
45034405,-0.29724958539,WHIPPED BUTTER SALTED,"Wal-Mart Stores, Inc.",9.0,g,1.0,Tbsp,70.0200042725,kcal
45034408,0.235450968146,"GREAT VALUE, CREAM CHEESE SPREAD, HONEY NUT","Wal-Mart Stores, Inc.",31.0,g,2.0,Tbsp,89.9000015259,kcal
45034413,,"GREAT VALUE, CREAM CHEESE SPREAD, MIXED BERRY","Wal-Mart Stores, Inc.",32.0,g,2.0,Tbsp,99.8399963379,kcal
45034415,-0.16866736114,"GREAT VALUE, CREAM CHEESE SPREAD","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,90.0,kcal
45034417,-0.380100190639,SPREADABLE BUTTER WITH CANOLA OIL,"Wal-Mart Stores, Inc.",14.0,g,1.0,Tbsp,90.0199966431,kcal
45034418,-0.0116439349949,"GREAT VALUE, LIGHT CREAM CHEESE, PLAIN","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,60.0,kcal
45034420,0.283605664968,"GREAT VALUE, CHILI NO BEANS","Wal-Mart Stores, Inc.",236.0,g,1.0,cup,228.920013428,kcal
45034421,0.260858654976,WHOLE GRAIN OATS,"Wal-Mart Stores, Inc.",40.0,g,0.5,cup,150.0,kcal
45034422,-0.177731096745,"GREAT VALUE, SALTED SWEET CREAM BUTTER","Wal-Mart Stores, Inc.",14.0,g,1.0,Tbsp,99.9599990845,kcal
45034423,,"GREAT VALUE, INSTANT OATMEAL, CINNAMON ROLL","Wal-Mart Stores, Inc.",43.0,g,1.0,PACKET,159.960006714,kcal
45034427,-inf,"GREAT VALUE, CLASSIC ALFREDO PASTA","Wal-Mart Stores, Inc.",62.0,g,0.25,cup,50.2200012207,kcal
45034428,-0.410762906075,"GREAT VALUE, UNSALTED SWEET CREAM BUTTER","Wal-Mart Stores, Inc.",14.0,g,1.0,Tbsp,99.9599990845,kcal
45034429,-0.234986945987,CLOVER HONEY,"Wal-Mart Stores, Inc.",21.0,g,1.0,Tbsp,60.0599975586,kcal
45034431,1.47458827496,DICED TOMATOES,"Wal-Mart Stores, Inc.",121.0,g,0.5,cup,25.4099998474,kcal
45034435,,STEVIA,"Wal-Mart Stores, Inc.",0.300000011921,g,0.300000011921,ML,0.0,kcal
45034436,-0.330249160528,"GREAT VALUE, LOW FAT SMALL CURD COTTAGE CHEESE, PINEAPPLE","Wal-Mart Stores, Inc.",142.0,g,5.0,ONZ,140.580001831,kcal
45034440,-0.182368323207,"GREAT VALUE, CREAM CHEESE SPREAD","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,90.0,kcal
45034443,-0.228092640638,"GREAT VALUE, CHICKEN GRAVY","Wal-Mart Stores, Inc.",60.0,g,0.25,cup,40.2000007629,kcal
45034444,-inf,SPREADABLE BUTTER WITH CANOLA OIL,"Wal-Mart Stores, Inc.",14.0,g,1.0,Tbsp,99.9599990845,kcal
45034657,-0.228221639991,CAVATAPPI,"Meijer, Inc.",56.0,g,0.75,cup,199.919998169,kcal
45034689,0.297596842051,BAKED BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,140.400009155,kcal
45034690,0.373581945896,CHILI BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,110.5,kcal
45034696,2.34555912018,"GREAT VALUE, HOT CHOPPED GREEN CHILE PEPPERS","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,5.09999990463,kcal
45034700,0.0797707512975,TACO SHELLS,"Wal-Mart Stores, Inc.",28.0,g,2.0,SHELLS,120.119995117,kcal
45034842,-0.00140273245052,PEANUT BUTTER,"Meijer, Inc.",32.0,g,2.0,Tbsp,179.839996338,kcal
45034933,14.9068202972,DRINK MIX,"Meijer, Inc.",1.89999997616,g,0.125,PACKET,4.99700021744,kcal
45034944,-0.244694575667,MICROWAVE POPCORN,"Meijer, Inc.",30.0,g,4.5,"CUPS POPPED), SERVINGS PER BAG ABOUT 2.5 | (MAKES ABOUT",150.0,kcal
45034993,0.193948477507,"GREAT VALUE, SOUR CREAM","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,60.0,kcal
45034994,0.128763914108,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,3.0,cup,90.0999984741,kcal
45035000,-0.334787845612,"GREAT VALUE, QUESO CREAM CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.125,PKG.,99.9599990845,kcal
45035001,0.525740802288,"GREAT VALUE, LOW FAT COTTAGE CHEESE","Wal-Mart Stores, Inc.",113.0,g,0.5,cup,80.2299957275,kcal
45035010,-0.229158759117,"GREAT VALUE, SINGLES WHITE AMERICAN CHEESE","Wal-Mart Stores, Inc.",21.0,g,1.0,SLICE,69.9300003052,kcal
45035014,,"GREAT VALUE, AMERICAN SINGLES","Wal-Mart Stores, Inc.",19.0,g,1.0,SLICE,60.0400009155,kcal
45035031,inf,ICED TEA,"Wal-Mart Stores, Inc.",7.09999990463,g,1.0,"TEA BAG, (MAKES 4 - 8 OZ SERVINGS)",0.0,kcal
45035033,-0.376725107431,"GREAT VALUE, RICOTTA CHEESE, ORIGINAL","Wal-Mart Stores, Inc.",62.0,g,0.25,cup,109.739997864,kcal
45035128,-0.81713104248,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,129.199996948,kcal
45035130,0.431163966656,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45035131,0.193298071623,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45035132,-inf,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,129.199996948,kcal
45035133,0.414383262396,"GREAT VALUE, WHOLE MILK MOZZARELLA CHEESE","Wal-Mart Stores, Inc.",30.0,g,1.0,INCH CUBE | ABOUT,90.0,kcal
45035134,0.449535608292,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,129.199996948,kcal
45035135,-0.158381268382,"MARKETSIDE, SPINACH ARTICHOKE DIP","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,90.0,kcal
45035139,0.636099278927,INSTANT OATMEAL,"Wal-Mart Stores, Inc.",43.0,g,1.0,PACKET,159.960006714,kcal
45035143,-0.293950378895,BEEF GRAVY,"Meijer, Inc.",60.0,g,0.25,cup,30.0,kcal
45035167,0.181881666183,"GREAT VALUE, SMALL CURD 1% MILKFAT COTTAGE CHEESE","Wal-Mart Stores, Inc.",113.0,g,0.5,cup,80.2299957275,kcal
45035179,0.107466489077,TOMATO KETCHUP,"Meijer, Inc.",17.0,g,1.0,Tbsp,20.0599994659,kcal
45035251,0.58262181282,"MEIJER, RAISIN BRAN","Meijer, Inc.",59.0,g,1.0,cup,200.010009766,kcal
45035254,0.741732060909,"MEIJER, CORN FLAKES CEREAL","Meijer, Inc.",30.0,g,1.0,cup,110.100006104,kcal
45035257,0.925797820091,"MEIJER, FIBER COMPLETE, WHOLE GRAIN WHEAT & BARLEY CEREAL","Meijer, Inc.",58.0,g,0.5,cup,200.100006104,kcal
45035259,0.112834110856,100% WHOLE WHEAT BREAD,"Meijer, Inc.",45.0,g,2.0,SLICES,120.150001526,kcal
45035264,0.033254634589,ORGANIC MULTIGRAIN BREAD,"Meijer, Inc.",45.0,g,1.0,SLICE,120.150001526,kcal
45035267,0.00297982664779,"MEIJER, APPLAUSE, WHEAT CRACKERS","Meijer, Inc.",15.0,g,5.0,CRACKERS,70.0500030518,kcal
45035269,0.0158739071339,"MEIJER, APPLAUSE, LOW SODIUM CRACKERS","Meijer, Inc.",16.0,g,5.0,CRACKERS,80.0,kcal
45035270,0.103591352701,"MEIJER, APPLAUSE, REDUCED FAT CRACKERS","Meijer, Inc.",15.0,g,5.0,CRACKERS,70.0500030518,kcal
45035271,0.0556469261646,"MEIJER, APPLAUSE, CRACKERS","Meijer, Inc.",16.0,g,5.0,CRACKERS,80.0,kcal
45035272,0.125801444054,HONEY WHEAT BREAD,"Meijer, Inc.",57.0,g,2.0,SLICES,160.169998169,kcal
45035274,0.0730978101492,SANDWICH WHITE BREAD,"Meijer, Inc.",52.0,g,2.0,SLICES,139.880004883,kcal
45035275,0.130116403103,WHITE BREAD,"Meijer, Inc.",28.0,g,1.0,SLICE,80.0799942017,kcal
45035276,0.154461413622,MULTIGRAIN BREAD,"Meijer, Inc.",52.0,g,2.0,SLICES,139.880004883,kcal
45035277,0.112089067698,BUTTER MILK BREAD,"Meijer, Inc.",62.0,g,2.0,SLICES,169.880004883,kcal
45035278,0.191802203655,WHEAT BREAD,"Meijer, Inc.",28.0,g,1.0,SLICE,70.0,kcal
45035286,0.666222572327,"MEIJER, MULTIGRAIN SQUARES CEREAL","Meijer, Inc.",32.0,g,0.75,cup,120.0,kcal
45035290,0.759099125862,"MEIJER, BITE SIZE FROSTED SHREDDED WHEAT CEREAL","Meijer, Inc.",55.0,g,1.0,cup,189.75,kcal
45035291,0.866403639317,"MEIJER, BITE SIZE FROSTED SHREDDED WHEAT CEREAL, BLUEBERRY","Meijer, Inc.",55.0,g,1.0,cup,189.75,kcal
45035310,-0.00545641267672,"MEIJER, ONION & CHIVE GOURMET CRACKERS","Meijer, Inc.",14.0,g,4.0,CRACKERS,70.0,kcal
45035311,0.0229479428381,"MEIJER, MULTIGRAIN GOURMET CRACKERS","Meijer, Inc.",14.0,g,4.0,CRACKERS,70.0,kcal
45035321,,"MEIJER, WOVEN WHEATS, BAKED WHOLE WHEAT CRACKERS","Meijer, Inc.",32.0,g,8.0,CRACKERS,129.919998169,kcal
45035322,,"MEIJER, WOVEN WHEATS, BAKED WHOLE WHEAT CRACKERS, ROSEMARY & OLIVE OIL","Meijer, Inc.",28.0,g,6.0,CRACKERS,120.119995117,kcal
45035323,,"WOVEN WHEATS, BAKED WHOLE WHEAT CRACKERS","Meijer, Inc.",31.0,g,7.0,CRACKERS,129.88999939,kcal
45035332,0.0887071564794,ENGLISH MUFFINS,"Meijer, Inc.",57.0,g,1.0,MUFFIN,140.220001221,kcal
45035333,0.0546755902469,100% WHOLE WHEAT ENGLISH MUFFINS,"Meijer, Inc.",57.0,g,1.0,MUFFIN,110.009994507,kcal
45035357,,"MEIJER, TRUE GOODNESS, ORGANIC GREEN TEA","Meijer, Inc.",2.0,g,1.0,TEA BAG,0.0,kcal
45035358,,"MEIJER, TRUE GOODNESS, ORGANIC HERBAL TEA, CHAMOMILE","Meijer, Inc.",1.0,g,1.0,TEA BAG,0.0,kcal
45035359,,"MEIJER, TRUE GOODNESS, ORGANIC HERBAL TEA, PEPPERMENT","Meijer, Inc.",1.0,g,1.0,TEA BAG,0.0,kcal
45035360,,"MEIJER, TRUE GOODNESS, ORGANIC WHITE TEA, POMEGRANATE","Meijer, Inc.",1.5,g,1.0,TEA BAG,0.0,kcal
45035361,,"MEIJER, TRUE GOODNESS, EARL GREY BLACK TEA","Meijer, Inc.",2.0,g,1.0,TEA BAG,0.0,kcal
45035376,-0.311481297016,"MARKETS OF MEIJER, RAW HALVES & PIECES WALNUTS","Meijer, Inc.",30.0,g,15.0,HALVES,200.100006104,kcal
45035377,0.228122055531,"MARKETS OF MEIJER, ROASTED & SLATED ALMONDS","Meijer, Inc.",30.0,g,24.0,KERNELS,189.899993896,kcal
45035382,0.102385573089,"MARKETS OF MEIJER, RAW CASHEWS","Meijer, Inc.",30.0,g,18.0,KERNELS,170.100006104,kcal
45035384,0.0919715389609,"MEIJER, ROASTED & UNSALTED CASHEWS","Meijer, Inc.",30.0,g,18.0,KERNELS,180.0,kcal
45035385,0.0749383419752,"MEIJER, M MARKETS, BLANCHED PEANUTS","Meijer, Inc.",30.0,g,0.25,cup,170.100006104,kcal
45035391,0.0798022374511,"MARKETS OF MEIJER, RAW BRAZIL NUTS","Meijer, Inc.",30.0,g,6.0,KERNELS,200.100006104,kcal
45035414,0.176595553756,"MARKETS OF MEIJER, WHOLE BLANCHED ALMONDS","Meijer, Inc.",30.0,g,28.0,KERNELS,170.100006104,kcal
45035416,0.127619683743,"MARKETS OF MEIJER, ROASTED & UNSALTED ALMONDS","Meijer, Inc.",30.0,g,24.0,KERNELS,189.899993896,kcal
45035418,0.101002708077,"MARKETS OF MEIJER, MIXED NUTS WITH PEANUTS","Meijer, Inc.",30.0,g,0.25,cup,180.0,kcal
45035419,0.0481013506651,"MARKETS OF MEIJER, KETTLE ROASTED PEANUTS","Meijer, Inc.",30.0,g,0.25,cup,180.0,kcal
45035421,0.137244895101,"MARKETS OF MEIJER, SLICED ALMONDS","Meijer, Inc.",30.0,g,0.330000013113,cup,170.100006104,kcal
45035423,0.0419324524701,"MEIJER, RAW PECANS","Meijer, Inc.",30.0,g,22.0,HALVES,210.0,kcal
45035426,0.0801800787449,"MARKETS OF MEIJER, RAW PECAN PIECES","Meijer, Inc.",30.0,g,0.25,cup,210.0,kcal
45035427,0.042479403317,"MARKETS OF MEIJER, REDSKIN PEANUTS","Meijer, Inc.",30.0,g,0.25,cup,170.100006104,kcal
45035429,0.0403704792261,"MARKETS OF MEIJER, RAW HALVES & PIECES WALNUTS","Meijer, Inc.",30.0,g,0.330000013113,cup,200.100006104,kcal
45035434,0.0922498330474,"MARKETS OF MEIJER, SPANISH PEANUTS, ROASTED & SALTED","Meijer, Inc.",30.0,g,0.25,cup,170.100006104,kcal
45035436,0.0147015191615,"MARKETS OF MEIJER, ROASTED & SALTED PECANS","Meijer, Inc.",30.0,g,22.0,HALVES | ABOUT,210.0,kcal
45035441,0.150230556726,"MARKETS OF MEIJER, ROASTED & SALTED CASHEWS, SEA SALT","Meijer, Inc.",30.0,g,18.0,KERNELS,180.0,kcal
45035445,-7.64475393295,"MEIJER, OLD FASHIONED SOFT COOKIES, CHOCOLATE CHIP","Meijer, Inc.",25.0,g,1.0,COOKIE,110.0,kcal
45035447,0.0624604150653,"MEIJER, SANDWICH CREMES COOKIES, LEMON","Meijer, Inc.",26.0,g,2.0,COOKIES,120.119995117,kcal
45035463,0.0325552262366,"MEIJER, MILK CHOCOLATE COVERED PRETZELS","Meijer, Inc.",40.0,g,7.0,PETZELS | APPROX.,200.0,kcal
45035491,-0.0899434015155,"MEIJER, MOIST SELECT, CLASSIC YELLOW CAKE MIX","Meijer, Inc.",43.0,g,0.082999996841,PACKAGE,169.850006104,kcal
45035494,-0.00361769204028,CLASSIC WHITE CAKE MIX,"Meijer, Inc.",52.0,g,0.10000000149,PACKAGE (ABOUT 1/3 CUP DRY MIX),210.080001831,kcal
45035513,-0.0230463054031,"MEIJER, TRADITIONAL TRAIL MIX","Meijer, Inc.",28.0,g,3.0,Tbsp,129.919998169,kcal
45035514,-0.0762517601252,"MEIJER, WAFERS, VANILLA","Meijer, Inc.",32.0,g,9.0,WAFERS,140.160003662,kcal
